matrix_name,m,n,nnz_original,nnz_bicg,standalone_gflops,bicg_gflops,perf_ratio,standalone_working_set,bicg_working_set,gflops_change_pct,nnz_change_pct,working_set_change_pct,device,cache_category
eu-2005,862664,862664,19235140,19596377,472.6255026666667,435.45834634742096,0.9213602395352352,236.58597061157226,313.11,-7.863976046476484,1.8780055668947562,32.34512561780985,NVIDIA-H100,Large (> 128MB)
wikipedia-20051105,1634989,1634989,19753078,21370879,266.6424406666667,251.16162950361277,0.9419416836856565,257.2457368469238,412.97,-5.805831631434354,8.1901210535391,60.535216272890544,NVIDIA-H100,Large (> 128MB)
kron_g500-logn18,262144,262144,21165908,21427516,286.95672566666667,285.78728918708435,0.995924693952144,247.22613403320312,272.22,-0.40753060478559805,1.2359876079967842,10.109718401955096,NVIDIA-H100,Large (> 128MB)
rajat31,4690002,4690002,20316253,20317504,301.79997366666663,300.7632527737898,0.9965648741440188,321.95568344116214,715.57,-0.3435125855981211,0.006157631527821592,122.25729713846518,NVIDIA-H100,Large (> 128MB)
human_gene1,22283,22283,24669643,24669643,496.84540633333336,509.42974733333335,1.0253284841513803,282.75,284.62,2.5328484151380413,0.0,0.6613616268788699,NVIDIA-H100,Large (> 128MB)
delaunay_n22,4194304,4194304,25165738,29360042,323.87822,288.0546396597171,0.8893918203567907,368.0,768.0,-11.060817964320938,16.666723622410757,108.69565217391303,NVIDIA-H100,Large (> 128MB)
sx-stackoverflow,2601977,2601977,36233450,37477661,250.07465633333334,246.53380618965298,0.9858408277128226,464.29113510131833,696.89,-1.4159172287177453,3.4338739479679683,50.097632135044655,NVIDIA-H100,Large (> 128MB)
dgreen,1200611,1200611,38259877,38259877,286.6639886666667,279.6809953333333,0.9756404933671206,460.75,561.51,-2.4359506632879477,0.0,21.868692349430276,NVIDIA-H100,Large (> 128MB)
ldoor,952203,952203,46522475,46522475,543.8605396666667,525.0560043333334,0.9654239755197929,550.57,630.48,-3.4576024480207113,0.0,14.51404907641171,NVIDIA-H100,Large (> 128MB)
dielFilterV2real,1157456,1157456,48538952,48538952,525.8011533333333,510.11823133333337,0.9701732833779888,577.56,674.7,-2.9826716622011142,0.0,16.81903178890507,NVIDIA-H100,Large (> 128MB)
circuit5M,5558326,5558326,59524291,59526170,349.52881899999994,348.9816680483302,0.9984346041816091,787.2184965515138,1253.71,-0.15653958183909325,0.0031566944661298025,59.258199025047944,NVIDIA-H100,Large (> 128MB)
soc-LiveJournal1,4847571,4847571,68993773,73322962,319.8343066666667,310.32332858218643,0.9702627958094794,882.0263636779786,1338.4,-2.9737204190520616,6.274753230266157,51.74149607263215,NVIDIA-H100,Large (> 128MB)
bone010,986703,986703,71666325,71666325,566.7452046666666,549.5813246666667,0.969714997394473,838.98,921.7800000000001,-3.028500260552703,0.0,9.869126796824723,NVIDIA-H100,Large (> 128MB)
audikw_1,943695,943695,77651847,77651847,563.632838,550.7758306666666,0.9771890378513869,906.65,985.85,-2.2810962148613134,0.0,8.735454695858385,NVIDIA-H100,Large (> 128MB)
cage15,5154859,5154859,99199551,99199551,441.41617933333333,434.45204566666666,0.9842232025178947,1233.57,1666.18,-1.5776797482105285,0.0,35.06975688448974,NVIDIA-H100,Large (> 128MB)
