matrix_name,m,n,nnz_original,nnz_bicg,standalone_gflops,bicg_gflops,perf_ratio,standalone_working_set,bicg_working_set,gflops_change_pct,nnz_change_pct,working_set_change_pct,device,cache_category,matrix_type
rajat31,4690002,4690002,20316253,20317504,301.79997366666663,300.7632527737898,0.9965648741440188,321.95568344116214,715.57,-0.3435125855981211,0.006157631527821592,122.25729713846518,NVIDIA-H100,Large (> 128MB),real
human_gene1,22283,22283,24669643,24669643,496.84540633333336,509.42974733333335,1.0253284841513803,282.75,284.62,2.5328484151380413,0.0,0.6613616268788699,NVIDIA-H100,Large (> 128MB),real
delaunay_n22,4194304,4194304,25165738,29360042,323.87822,288.0546396597171,0.8893918203567907,368.0,768.0,-11.060817964320938,16.666723622410757,108.69565217391303,NVIDIA-H100,Large (> 128MB),real
sx-stackoverflow,2601977,2601977,36233450,37477661,250.07465633333334,246.53380618965298,0.9858408277128226,464.29113510131833,696.89,-1.4159172287177453,3.4338739479679683,50.097632135044655,NVIDIA-H100,Large (> 128MB),real
dgreen,1200611,1200611,38259877,38259877,286.6639886666667,279.6809953333333,0.9756404933671206,460.75,561.51,-2.4359506632879477,0.0,21.868692349430276,NVIDIA-H100,Large (> 128MB),real
ldoor,952203,952203,46522475,46522475,543.8605396666667,525.0560043333334,0.9654239755197929,550.57,630.48,-3.4576024480207113,0.0,14.51404907641171,NVIDIA-H100,Large (> 128MB),real
dielFilterV2real,1157456,1157456,48538952,48538952,525.8011533333333,510.11823133333337,0.9701732833779888,577.56,674.7,-2.9826716622011142,0.0,16.81903178890507,NVIDIA-H100,Large (> 128MB),real
circuit5M,5558326,5558326,59524291,59526170,349.52881899999994,348.9816680483302,0.9984346041816091,787.2184965515138,1253.71,-0.15653958183909325,0.0031566944661298025,59.258199025047944,NVIDIA-H100,Large (> 128MB),real
soc-LiveJournal1,4847571,4847571,68993773,73322962,319.8343066666667,310.32332858218643,0.9702627958094794,882.0263636779786,1338.4,-2.9737204190520616,6.274753230266157,51.74149607263215,NVIDIA-H100,Large (> 128MB),real
bone010,986703,986703,71666325,71666325,566.7452046666666,549.5813246666667,0.969714997394473,838.98,921.7800000000001,-3.028500260552703,0.0,9.869126796824723,NVIDIA-H100,Large (> 128MB),real
audikw_1,943695,943695,77651847,77651847,563.632838,550.7758306666666,0.9771890378513869,906.65,985.85,-2.2810962148613134,0.0,8.735454695858385,NVIDIA-H100,Large (> 128MB),real
cage15,5154859,5154859,99199551,99199551,441.41617933333333,434.45204566666666,0.9842232025178947,1233.57,1666.18,-1.5776797482105285,0.0,35.06975688448974,NVIDIA-H100,Large (> 128MB),real
scircuit_synthetic,170998,170998,958936,959020,131.27091833333336,126.97649189588816,0.9672857743971863,14.239038696289063,28.59,-3.2714225602813665,0.008759708677117138,100.7860264292353,NVIDIA-H100,Small (<= 128MB),synthetic
mac_econ_fwd500_synthetic,206500,206500,1273389,1457389,166.65407266666668,139.95137326855152,0.8397716961197547,18.514287109375,37.95,-16.022830388024534,14.449630081616851,104.97683640642809,NVIDIA-H100,Small (<= 128MB),synthetic
raefsky3_synthetic,21200,21200,1488768,1488768,190.01434866666668,190.02268633333333,1.0000438791424182,17.44,19.22,0.004387914241821036,0.0,10.20642201834861,NVIDIA-H100,Small (<= 128MB),synthetic
rgg_n_2_17_s0_synthetic,131072,131072,1457506,1588578,179.41131600000003,158.78633918771675,0.8850408253385573,19.18,31.679999999999996,-11.495917466144261,8.992896084132758,65.1720542231491,NVIDIA-H100,Small (<= 128MB),synthetic
bbmat_synthetic,38744,38744,1771722,1771722,213.79553066666668,210.41359033333333,0.9841814264180938,21.01,24.27,-1.5818573581906186,0.0,15.516420752022835,NVIDIA-H100,Small (<= 128MB),synthetic
appu_synthetic,14000,14000,1853104,1853104,187.35528333333332,178.51484533333334,0.9528145785765139,21.47,22.649999999999995,-4.718542142348612,0.0,5.496040987424296,NVIDIA-H100,Small (<= 128MB),synthetic
mc2depi_synthetic,525825,525825,2100225,2100225,211.02717166666665,167.10841866666667,0.7918810518421155,34.06,78.19,-20.811894815788445,0.0,129.56547269524364,NVIDIA-H100,Small (<= 128MB),synthetic
rma10_synthetic,46835,46835,2374001,2374001,254.488641,255.0383896666667,1.0021602090549364,28.06,31.99,0.21602090549365122,0.0,14.005702066999287,NVIDIA-H100,Small (<= 128MB),synthetic
cop20k_A_synthetic,121192,121192,2624331,2645680,234.54286766666667,233.71931702766508,0.9964886988583596,32.34568008422852,42.76,-0.35113011416404066,0.8135025650346697,32.196942184095285,NVIDIA-H100,Small (<= 128MB),synthetic
thermomech_dK_synthetic,204316,204316,2846228,2846228,233.93125166666664,229.424797,0.9807359870279839,36.47,53.62,-1.9264012972016094,0.0,47.02495201535508,NVIDIA-H100,Small (<= 128MB),synthetic
webbase-1M_synthetic,1000005,1000005,3105536,3105536,223.41496500000002,206.60788200000002,0.9247719014704319,54.60999999999999,138.54,-7.522809852956808,0.0,153.68980040285663,NVIDIA-H100,Small (<= 128MB),synthetic
cant_synthetic,62451,62451,4007383,4007383,296.19151600000004,292.171406,0.9864273289988493,47.04999999999999,52.29,-1.3572671001150636,0.0,11.137088204038278,NVIDIA-H100,Small (<= 128MB),synthetic
ASIC_680k_synthetic,682862,682862,3871773,3871848,202.79081333333332,237.62795358262258,1.1717885523345992,57.32914169311524,114.64,17.178855233459917,0.0019370970353892133,99.96810804123258,NVIDIA-H100,Small (<= 128MB),synthetic
roadNet-TX_synthetic,1393383,1393383,3843320,5236703,214.55752466666664,172.35801623503184,0.8033184410698467,70.56399703979493,203.43999999999997,-19.66815589301532,36.25467044118106,188.30566370165926,NVIDIA-H100,Small (<= 128MB),synthetic
pdb1HYS_synthetic,36417,36417,4344765,4344765,310.028801,304.3750556666667,0.9817638060880244,50.419999999999995,53.47,-1.8236193911975587,0.0,6.049186830622777,NVIDIA-H100,Small (<= 128MB),synthetic
TSOPF_RS_b300_c3_synthetic,42138,42138,4413449,4413731,311.450073,315.5000929302552,1.0130037533503973,51.30677276611328,54.85,1.300375335039734,0.006389560636137406,6.905963955360924,NVIDIA-H100,Small (<= 128MB),synthetic
Chebyshev4_synthetic,68121,68121,5377761,5377761,318.05060833333334,344.9356866666667,1.0845308187719498,62.84,68.56,8.45308187719497,0.0,9.102482495225967,NVIDIA-H100,Small (<= 128MB),synthetic
consph_synthetic,83334,83334,6010480,6010480,346.36554666666666,338.878899,0.9783851259494015,70.37,77.37,-2.161487405059842,0.0,9.94742077589882,NVIDIA-H100,Small (<= 128MB),synthetic
com-Youtube_synthetic,1134890,1134890,5975248,7110138,261.276534,222.93444692474964,0.8532509349835053,90.03221466064453,198.26,-14.67490650164947,18.993186558951194,120.21006674921293,NVIDIA-H100,Small (<= 128MB),synthetic
rajat30_synthetic,643994,643994,6175377,6185006,252.42218166666666,289.23025469208966,1.1458194869499603,82.9498048400879,137.11,14.581948694996028,0.15592570299756597,65.29273367709919,NVIDIA-H100,Small (<= 128MB),synthetic
radiation_synthetic,223104,223104,7637688,7637688,233.61216866666666,255.4205833333333,1.093353076559057,91.66000000000001,110.39,9.335307655905686,0.0,20.434213397337974,NVIDIA-H100,Small (<= 128MB),synthetic
Stanford_Berkeley_synthetic,683446,683446,7583376,8266822,337.16012700000005,331.1206120937482,0.9820871021731112,99.81858123779297,165.0,-1.7912897826888758,9.01242401800992,65.29988500530627,NVIDIA-H100,Small (<= 128MB),synthetic
shipsec1_synthetic,140874,140874,7813404,7813404,382.82719066666664,380.38635999999997,0.9936241972195963,92.09999999999998,103.93,-0.63758027804037,0.0,12.844733984799165,NVIDIA-H100,Small (<= 128MB),synthetic
PR02R_synthetic,161070,161070,8185136,8185136,388.0119153333333,385.221963,0.9928096220165391,96.74,110.26,-0.7190377983460924,0.0,13.975604713665508,NVIDIA-H100,Small (<= 128MB),synthetic
CurlCurl_2_synthetic,806529,806529,8921789,8921789,352.70405966666664,330.12354933333336,0.9359788760166989,117.49,185.17,-6.4021123983301065,0.0,57.60490254489743,NVIDIA-H100,Small (<= 128MB),synthetic
gupta3_synthetic,16783,16783,9323427,9323427,449.55070700000005,426.12673366666667,0.9478947024916293,107.02,108.43,-5.210529750837068,0.0,1.317510745655028,NVIDIA-H100,Small (<= 128MB),synthetic
mip1_synthetic,66463,66463,10352819,10352819,440.7685123333333,441.87910133333327,1.0025196650144557,119.75,125.32,0.2519665014455614,0.0,4.651356993736947,NVIDIA-H100,Small (<= 128MB),synthetic
pwtk_synthetic,217918,217918,11634424,11634424,434.0540323333333,433.576333,0.9988994473089782,137.3,155.59,-0.11005526910217815,0.0,13.321194464675884,NVIDIA-H100,Large (> 128MB),synthetic
crankseg_2_synthetic,63838,63838,14148858,14148858,474.43933266666664,464.20944966666667,0.978437953399645,163.14,168.5,-2.1562046600354954,0.0,3.285521637857064,NVIDIA-H100,Large (> 128MB),synthetic
Si41Ge41H72_synthetic,185639,185639,15011265,15011265,451.55845633333337,460.99863166666665,1.0209057658004852,175.33,190.91,2.090576580048519,0.0,8.886100496207144,NVIDIA-H100,Large (> 128MB),synthetic
TSOPF_RS_b2383_synthetic,38120,38120,16171169,16173498,504.482964,515.3148954488341,1.0214713522988939,185.7933467102051,189.02,2.1471352298893795,0.014402174635612304,1.7366893631706564,NVIDIA-H100,Large (> 128MB),synthetic
in-2004_synthetic,1382908,1382908,16917053,17922551,457.06023000000005,384.9229229021601,0.8421711136454818,219.97298858642577,347.54,-15.782888635451817,5.943694803107846,57.992125412004434,NVIDIA-H100,Large (> 128MB),synthetic
Ga41As41H72_synthetic,268096,268096,18488476,18488476,481.3817613333333,483.31180133333334,1.004009375001359,216.69999999999996,239.19999999999996,0.40093750013589763,0.0,10.383017997231198,NVIDIA-H100,Large (> 128MB),synthetic
eu-2005_synthetic,862664,862664,19235140,19596377,473.39429866666666,435.45834634742096,0.9198639433848406,236.58597061157226,313.11,-8.013605661515944,1.8780055668947562,32.34512561780985,NVIDIA-H100,Large (> 128MB),synthetic
wikipedia-20051105_synthetic,1634989,1634989,19753078,21370879,256.986514,251.16162950361277,0.9773338903831069,257.2457368469238,412.97,-2.2666109616893073,8.1901210535391,60.535216272890544,NVIDIA-H100,Large (> 128MB),synthetic
kron_g500-logn18_synthetic,262144,262144,21165908,21427516,265.1423423333333,285.78728918708435,1.0778636360834306,247.22613403320312,272.22,7.786363608343058,1.2359876079967842,10.109718401955096,NVIDIA-H100,Large (> 128MB),synthetic
rajat31_synthetic,4690002,4690002,20316253,20317504,310.747315,300.7632527737898,0.9678708013093847,321.95568344116214,715.57,-3.212919869061523,0.006157631527821592,122.25729713846518,NVIDIA-H100,Large (> 128MB),synthetic
human_gene1_synthetic,22283,22283,24669643,24669643,410.976856,509.42974733333335,1.2395582376379204,282.75,284.62,23.95582376379203,0.0,0.6613616268788699,NVIDIA-H100,Large (> 128MB),synthetic
delaunay_n22_synthetic,4194304,4194304,25165738,29360042,328.323697,288.0546396597171,0.8773495251538823,368.0,768.0,-12.265047484611772,16.666723622410757,108.69565217391303,NVIDIA-H100,Large (> 128MB),synthetic
sx-stackoverflow_synthetic,2601977,2601977,36233450,37477661,269.32090166666666,246.53380618965298,0.9153905421525106,464.29113510131833,696.89,-8.460945784748944,3.4338739479679683,50.097632135044655,NVIDIA-H100,Large (> 128MB),synthetic
dgreen_synthetic,1200611,1200611,38259877,38259877,280.428841,279.6809953333333,0.9973332070125175,460.75,561.51,-0.2666792987482514,0.0,21.868692349430276,NVIDIA-H100,Large (> 128MB),synthetic
ldoor_synthetic,952203,952203,46522475,46522475,543.4996416666667,525.0560043333334,0.9660650423305247,550.57,630.48,-3.3934957669475247,0.0,14.51404907641171,NVIDIA-H100,Large (> 128MB),synthetic
dielFilterV2real_synthetic,1157456,1157456,48538952,48538952,477.322398,510.11823133333337,1.068707928793514,577.56,674.7,6.8707928793513995,0.0,16.81903178890507,NVIDIA-H100,Large (> 128MB),synthetic
circuit5M_synthetic,5558326,5558326,59524291,59526170,274.02921699999996,348.9816680483302,1.2735199256082619,787.2184965515138,1253.71,27.351992560826194,0.0031566944661298025,59.258199025047944,NVIDIA-H100,Large (> 128MB),synthetic
soc-LiveJournal1_synthetic,4847571,4847571,68993773,73322962,334.44149999999996,310.32332858218643,0.9278852312951188,882.0263636779786,1338.4,-7.211476870488122,6.274753230266157,51.74149607263215,NVIDIA-H100,Large (> 128MB),synthetic
bone010_synthetic,986703,986703,71666325,71666325,569.06615,549.5813246666667,0.9657599993720707,838.98,921.7800000000001,-3.424000062792934,0.0,9.869126796824723,NVIDIA-H100,Large (> 128MB),synthetic
audikw_1_synthetic,943695,943695,77651847,77651847,561.1820353333333,550.7758306666666,0.9814566325871683,906.65,985.85,-1.8543367412831642,0.0,8.735454695858385,NVIDIA-H100,Large (> 128MB),synthetic
cage15_synthetic,5154859,5154859,99199551,99199551,440.46433899999994,434.45204566666666,0.9863501019242938,1233.57,1666.18,-1.3649898075706137,0.0,35.06975688448974,NVIDIA-H100,Large (> 128MB),synthetic
